city_id,pop_sum,pop_susceptible,pop_exposed,pop_infected,pop_recovered
211100,1374928.137,1374928.137,0,0,0
211200,2717264.087,2717264.087,0,0,0
211300,3037910.923,3037910.923,0,0,0
211400,2614313.809,2614313.809,0,0,0
220100,7581983.776,7581983.776,0,0,0
220200,4276897.193,4276897.193,0,0,0
220300,3345563.552,3345563.552,0,0,0
220400,1165535.247,1165535.247,0,0,0
220500,2257807.483,2257807.483,0,0,0
220600,1301368.983,1301368.983,0,0,0
220700,2871281.336,2871281.336,0,0,0
220800,2032268.032,2032268.032,0,0,0
222400,2205982.623,2205982.623,0,0,0
230100,10567718.17,10567718.17,0,0,0
230200,5337370.201,5337370.201,0,0,0
230300,1797485.831,1797485.831,0,0,0
230400,1024595.009,1024595.009,0,0,0
230500,1441453.917,1441453.917,0,0,0
230600,2876692.747,2876692.747,0,0,0
230700,1130392.732,1130392.732,0,0,0
230800,2469302.591,2469302.591,0,0,0
230900,910850.1576,910850.1576,0,0,0
231000,2670907.14,2670907.14,0,0,0
231100,1630034.06,1630034.06,0,0,0
231200,5336539.25,5336539.25,0,0,0
232700,542793.3169,542793.3169,0,0,0
310000,24304988.25,24304987.25,1,0,0
320100,7641398.25,7641398.25,0,0,0
320200,6672669.855,6672669.855,0,0,0
320300,8852598.797,8852598.797,0,0,0
320400,4799171.957,4799171.957,0,0,0
320500,10843961.23,10843961.23,0,0,0
320600,7597328.61,7597328.61,0,0,0
320700,4600120.659,4600120.659,0,0,0
320800,4983816.528,4983816.528,0,0,0
320900,7528308.029,7528308.029,0,0,0
321000,4264438.769,4264438.769,0,0,0
321100,3246758.288,3246758.288,0,0,0
321200,4810325.992,4810325.992,0,0,0
321300,4892775.252,4892775.252,0,0,0
330100,9392830.095,9392829.933,0.162575724,0,0
330200,8100790.561,8100790.42,0.140212468,0,0
330300,9608469.245,9608469.078,0.166308113,0,0
330400,4777634.442,4777634.359,0.082693647,0,0
330500,3044484.497,3044484.445,0.052695435,0,0
330600,5182444.07,5182443.98,0.089700292,0,0
330700,5685663.456,5685663.358,0.09841026,0,0
330800,2249839.898,2249839.859,0.038941336,0,0
330900,1191522.687,1191522.666,0.020623461,0,0
331000,6303290.117,6303290.008,0.109100446,0,0
331100,2238139.364,2238139.325,0.038738817,0,0
340100,8091072.425,8091072.298,0.1271928,0,0
340200,3729696.815,3729696.756,0.05863136,0,0
340300,3436139.184,3436139.13,0.054016593,0,0
340400,2507027.582,2507027.543,0.039410827,0,0
340500,2353053.197,2353053.16,0.036990328,0,0
340600,2288363.693,2288363.657,0.0359734,0,0
340700,781002.5822,781002.5699,0.012277471,0,0
340800,5435816.977,5435816.892,0.08545181,0,0
341000,1453981.505,1453981.482,0.022856794,0,0
341100,4244033.218,4244033.151,0.066716801,0,0
341200,8254507.77,8254507.64,0.129762027,0,0
341300,5798709.841,5798709.75,0.091156537,0,0
341500,5713924.565,5713924.476,0.0898237,0,0
341600,5269604.327,5269604.244,0.082838924,0,0
341700,1518657.371,1518657.347,0.023873508,0,0
341800,2737069.561,2737069.518,0.04302712,0,0
350100,7733816.002,7733816.002,0,0,0
350200,3971815.35,3971815.35,0,0,0
350300,2960196.039,2960196.039,0,0,0
350400,2611942.724,2611942.724,0,0,0
350500,8769514.39,8769514.39,0,0,0
350600,5168492.272,5168492.272,0,0,0
350700,2725108.929,2725108.929,0,0,0
350800,2699802.422,2699802.422,0,0,0
350900,2951794.957,2951794.957,0,0,0
360100,5358793.741,5358793.626,0.114848912,0,0
360200,1668370.818,1668370.782,0.035756288,0,0
360300,1942799.036,1942798.994,0.041637795,0,0
360400,4942900.217,4942900.111,0.105935541,0,0
360500,1189874.422,1189874.397,0.025501221,0,0
360600,1178744.741,1178744.716,0.025262691,0,0
360700,8732239.457,8732239.27,0.187148126,0,0
360800,5023207.318,5023207.21,0.107656671,0,0
360900,5654536.394,5654536.272,0.121187227,0,0
361000,4089944.857,4089944.769,0.087655122,0,0
361100,6878096.975,6878096.827,0.147410405,0,0
370100,8790356.361,8790356.274,0.087205606,0,0
370200,8341105.942,8341105.859,0.082748772,0,0
370300,4744742.216,4744742.169,0.047070688,0,0
370400,3977995.367,3977995.328,0.039464099,0,0
370500,2173840.494,2173840.473,0.021565801,0,0
370600,7310271.493,7310271.42,0.072522276,0,0
370700,9580259.765,9580259.67,0.095041921,0,0
370800,8599914.614,8599914.529,0.085316309,0,0
370900,5816802.757,5816802.699,0.057706171,0,0
371000,2990811.672,2990811.643,0.029670645,0,0
371100,2949911.922,2949911.893,0.029264895,0,0
371300,10686609.46,10686609.36,0.106017573,0,0
371400,5835917.557,5835917.499,0.057895801,0,0
371500,6161046.464,6161046.403,0.061121275,0,0
371600,3986190.904,3986190.864,0.039545404,0,0
371700,8854582.169,8854582.081,0.087842764,0,0
410100,8954119.021,8954118.928,0.092893136,0,0
410200,4799923.028,4799922.978,0.049796066,0,0
410300,6703874.85,6703874.781,0.069548323,0,0
410400,5021168.419,5021168.367,0.052091343,0,0
410500,5311451.927,5311451.871,0.055102844,0,0
410600,1615742.283,1615742.267,0.016762271,0,0
410700,5854907.666,5854907.606,0.060740843,0,0
410800,3606283.51,3606283.473,0.037412836,0,0
410900,3702327.054,3702327.016,0.038409225,0,0
411000,4394665.29,4394665.244,0.045591782,0,0
411100,2615992.272,2615992.245,0.027139211,0,0
411200,2286160.162,2286160.138,0.023717418,0,0
411300,10498758.96,10498758.85,0.108917767,0,0
411400,7529220.809,7529220.73,0.078110748,0,0
411500,6247040.661,6247040.597,0.064808967,0,0
411600,9155957.366,9155957.271,0.094987077,0,0
411700,7394501.502,7394501.425,0.076713123,0,0
419001,699515.7837,699515.7765,0.007257019,0,0
420100,10416406.14,10416365.14,46,41,0
420200,2493964.211,2493963.936,0.275155299,0,0
420300,3435827.455,3435827.076,0.379069647,0,0
420500,4176433.923,4176433.463,0.460779638,0,0
420600,5687941.997,5687941.369,0.627542038,0,0
420700,1077737.895,1077737.776,0.118905192,0,0
420800,2944064.09,2944063.766,0.324814138,0,0
420900,4948194.73,4948194.184,0.545926841,0,0
421000,5847614.194,5847613.549,0.64515843,0,0
421100,6371168.019,6371167.316,0.702921332,0,0
421200,2532974.107,2532973.828,0.279459202,0,0
421300,2222680.554,2222680.309,0.245224984,0,0
422800,3580609.747,3580609.352,0.395043258,0,0
429004,1489672.468,1489672.468,0,0,0
429005,941127.7602,941127.7602,0,0,0
429006,1215156.576,1215156.576,0,0,0
430100,7474301.07,7474300.962,0.107919686,0,0
430200,4062568.277,4062568.219,0.058658474,0,0
430300,2907274.285,2907274.243,0.041977454,0,0
430400,7496596.475,7496596.367,0.108241604,0,0
